calculator-service-1  | 2024-12-10T10:08:07.620991889Z  * Serving Flask app 'app' (lazy loading)
document-service-1    | 2024-12-10T10:17:43.483265358Z 127.0.0.1 - - [10/Dec/2024 10:17:43] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:17:53.715078211Z 127.0.0.1 - - [10/Dec/2024 10:17:53] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:18:03.870704717Z 127.0.0.1 - - [10/Dec/2024 10:18:03] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:18:10.294426915Z 172.19.0.5 - - [10/Dec/2024 10:18:10] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:18:13.976553587Z 127.0.0.1 - - [10/Dec/2024 10:18:13] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:18:24.076472500Z 127.0.0.1 - - [10/Dec/2024 10:18:24] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:18:34.172398767Z 127.0.0.1 - - [10/Dec/2024 10:18:34] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:18:40.407253701Z 172.19.0.5 - - [10/Dec/2024 10:18:40] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:18:44.254574396Z 127.0.0.1 - - [10/Dec/2024 10:18:44] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:18:54.341031392Z 127.0.0.1 - - [10/Dec/2024 10:18:54] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:19:04.442310545Z 127.0.0.1 - - [10/Dec/2024 10:19:04] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:19:10.519203163Z 172.19.0.5 - - [10/Dec/2024 10:19:10] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:19:14.541320653Z 127.0.0.1 - - [10/Dec/2024 10:19:14] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:19:24.639102943Z 127.0.0.1 - - [10/Dec/2024 10:19:24] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:19:34.728839639Z 127.0.0.1 - - [10/Dec/2024 10:19:34] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:19:40.701151217Z 172.19.0.5 - - [10/Dec/2024 10:19:40] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:19:44.817764872Z 127.0.0.1 - - [10/Dec/2024 10:19:44] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:19:54.910258514Z 127.0.0.1 - - [10/Dec/2024 10:19:54] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:20:05.020471547Z 127.0.0.1 - - [10/Dec/2024 10:20:05] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:20:10.815515851Z 172.19.0.5 - - [10/Dec/2024 10:20:10] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:20:15.135093737Z 127.0.0.1 - - [10/Dec/2024 10:20:15] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:20:25.224022152Z 127.0.0.1 - - [10/Dec/2024 10:20:25] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:20:35.309278897Z 127.0.0.1 - - [10/Dec/2024 10:20:35] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:20:40.927342732Z 172.19.0.5 - - [10/Dec/2024 10:20:40] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:20:45.411251265Z 127.0.0.1 - - [10/Dec/2024 10:20:45] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:20:55.492294064Z 127.0.0.1 - - [10/Dec/2024 10:20:55] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:21:05.593007270Z 127.0.0.1 - - [10/Dec/2024 10:21:05] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:21:11.012777753Z 172.19.0.5 - - [10/Dec/2024 10:21:11] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:21:15.669541268Z 127.0.0.1 - - [10/Dec/2024 10:21:15] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:21:25.755029231Z 127.0.0.1 - - [10/Dec/2024 10:21:25] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:21:35.847431140Z 127.0.0.1 - - [10/Dec/2024 10:21:35] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:21:41.129081214Z 172.19.0.5 - - [10/Dec/2024 10:21:41] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:21:45.933342823Z 127.0.0.1 - - [10/Dec/2024 10:21:45] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:21:56.018825362Z 127.0.0.1 - - [10/Dec/2024 10:21:56] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:22:06.110970861Z 127.0.0.1 - - [10/Dec/2024 10:22:06] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:22:11.245876733Z 172.19.0.5 - - [10/Dec/2024 10:22:11] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:22:16.188052994Z 127.0.0.1 - - [10/Dec/2024 10:22:16] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:22:26.280162162Z 127.0.0.1 - - [10/Dec/2024 10:22:26] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:22:36.352996790Z 127.0.0.1 - - [10/Dec/2024 10:22:36] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:22:41.380353806Z 172.19.0.5 - - [10/Dec/2024 10:22:41] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:22:46.540480761Z 127.0.0.1 - - [10/Dec/2024 10:22:46] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:22:56.638194165Z 127.0.0.1 - - [10/Dec/2024 10:22:56] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:23:06.730985934Z 127.0.0.1 - - [10/Dec/2024 10:23:06] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:23:11.501635576Z 172.19.0.5 - - [10/Dec/2024 10:23:11] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:23:16.827676419Z 127.0.0.1 - - [10/Dec/2024 10:23:16] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:23:26.962716281Z 127.0.0.1 - - [10/Dec/2024 10:23:26] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:23:37.085686446Z 127.0.0.1 - - [10/Dec/2024 10:23:37] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:23:41.596664310Z 172.19.0.5 - - [10/Dec/2024 10:23:41] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:23:47.184572212Z 127.0.0.1 - - [10/Dec/2024 10:23:47] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:23:57.265786987Z 127.0.0.1 - - [10/Dec/2024 10:23:57] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:24:07.371623736Z 127.0.0.1 - - [10/Dec/2024 10:24:07] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:24:11.714515772Z 172.19.0.5 - - [10/Dec/2024 10:24:11] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:24:17.464529774Z 127.0.0.1 - - [10/Dec/2024 10:24:17] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:24:27.827011581Z 127.0.0.1 - - [10/Dec/2024 10:24:27] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:24:37.967624612Z 127.0.0.1 - - [10/Dec/2024 10:24:37] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:24:41.822464979Z 172.19.0.5 - - [10/Dec/2024 10:24:41] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:24:48.076057416Z 127.0.0.1 - - [10/Dec/2024 10:24:48] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:24:58.165435625Z 127.0.0.1 - - [10/Dec/2024 10:24:58] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:25:08.263259897Z 127.0.0.1 - - [10/Dec/2024 10:25:08] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:25:11.913242270Z 172.19.0.5 - - [10/Dec/2024 10:25:11] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:25:18.412521795Z 127.0.0.1 - - [10/Dec/2024 10:25:18] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:25:28.524423877Z 127.0.0.1 - - [10/Dec/2024 10:25:28] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:25:38.612378170Z 127.0.0.1 - - [10/Dec/2024 10:25:38] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:25:42.025990258Z 172.19.0.5 - - [10/Dec/2024 10:25:42] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:25:48.702141703Z 127.0.0.1 - - [10/Dec/2024 10:25:48] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:25:58.790543778Z 127.0.0.1 - - [10/Dec/2024 10:25:58] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:26:08.948655121Z 127.0.0.1 - - [10/Dec/2024 10:26:08] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:26:12.136196934Z 172.19.0.5 - - [10/Dec/2024 10:26:12] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:26:19.265763435Z 127.0.0.1 - - [10/Dec/2024 10:26:19] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:26:29.353538346Z 127.0.0.1 - - [10/Dec/2024 10:26:29] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:26:39.468092555Z 127.0.0.1 - - [10/Dec/2024 10:26:39] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:26:42.278604703Z 172.19.0.5 - - [10/Dec/2024 10:26:42] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:26:49.549364291Z 127.0.0.1 - - [10/Dec/2024 10:26:49] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:26:59.696353858Z 127.0.0.1 - - [10/Dec/2024 10:26:59] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:27:09.788237421Z 127.0.0.1 - - [10/Dec/2024 10:27:09] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:27:12.385674184Z 172.19.0.5 - - [10/Dec/2024 10:27:12] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:27:19.858462778Z 127.0.0.1 - - [10/Dec/2024 10:27:19] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:27:29.957640330Z 127.0.0.1 - - [10/Dec/2024 10:27:29] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:27:40.062300084Z 127.0.0.1 - - [10/Dec/2024 10:27:40] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:27:42.474522963Z 172.19.0.5 - - [10/Dec/2024 10:27:42] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:27:50.294341258Z 127.0.0.1 - - [10/Dec/2024 10:27:50] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:28:00.403449768Z 127.0.0.1 - - [10/Dec/2024 10:28:00] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:28:10.511802817Z 127.0.0.1 - - [10/Dec/2024 10:28:10] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:28:12.589290934Z 172.19.0.5 - - [10/Dec/2024 10:28:12] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:28:20.612618076Z 127.0.0.1 - - [10/Dec/2024 10:28:20] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:28:30.732467650Z 127.0.0.1 - - [10/Dec/2024 10:28:30] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:28:40.805447361Z 127.0.0.1 - - [10/Dec/2024 10:28:40] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:28:42.695729515Z 172.19.0.5 - - [10/Dec/2024 10:28:42] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:28:50.905070440Z 127.0.0.1 - - [10/Dec/2024 10:28:50] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:29:01.020404267Z 127.0.0.1 - - [10/Dec/2024 10:29:01] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:29:11.122021595Z 127.0.0.1 - - [10/Dec/2024 10:29:11] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:29:12.805857471Z 172.19.0.5 - - [10/Dec/2024 10:29:12] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:29:21.367161183Z 127.0.0.1 - - [10/Dec/2024 10:29:21] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:29:31.540253312Z 127.0.0.1 - - [10/Dec/2024 10:29:31] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:29:41.640886156Z 127.0.0.1 - - [10/Dec/2024 10:29:41] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:29:42.912264449Z 172.19.0.5 - - [10/Dec/2024 10:29:42] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:29:51.868112686Z 127.0.0.1 - - [10/Dec/2024 10:29:51] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:30:02.027000409Z 127.0.0.1 - - [10/Dec/2024 10:30:02] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:30:12.151562936Z 127.0.0.1 - - [10/Dec/2024 10:30:12] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:30:13.035667801Z 172.19.0.5 - - [10/Dec/2024 10:30:13] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:30:22.430071494Z 127.0.0.1 - - [10/Dec/2024 10:30:22] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:30:32.790953815Z 127.0.0.1 - - [10/Dec/2024 10:30:32] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:30:42.919337643Z 127.0.0.1 - - [10/Dec/2024 10:30:42] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:30:43.145792550Z 172.19.0.5 - - [10/Dec/2024 10:30:43] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:30:53.011181805Z 127.0.0.1 - - [10/Dec/2024 10:30:53] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:31:03.100444006Z 127.0.0.1 - - [10/Dec/2024 10:31:03] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:31:13.244236088Z 127.0.0.1 - - [10/Dec/2024 10:31:13] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:31:13.330712359Z 172.19.0.5 - - [10/Dec/2024 10:31:13] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:31:23.357481370Z 127.0.0.1 - - [10/Dec/2024 10:31:23] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:31:34.458413905Z 127.0.0.1 - - [10/Dec/2024 10:31:34] "GET /health HTTP/1.1" 200 -
document-service-1    | 2024-12-10T10:31:44.608582948Z 127.0.0.1 - - [10/Dec/2024 10:31:44] "GET /health HTTP/1.1" 200 -
